F01K0023100000;with exhaust fluid of one cycle heating the fluid in another cycle
F01K0023120000;the engines being mechanically coupled (F01K0023020000 takes precedence)..
F01K0023140000;including at least one combustion engine
F01K0023160000;all the engines being turbines (F01K0023140000 takes precedence)..
F01K0023180000;characterised by adaptation for specific use
F01K0025000000;Plants or engines characterised by use of special working fluids, not otherwise provided for. Plants operating in closed cycles and not otherwise provided for
F01K0025020000;the fluid remaining in the liquid phase
F01K0025040000;the fluid being in different phases, e.g. foamed
F01K0025060000;using mixtures of different fluids (plants using mixtures of steam and gas F01K0021040000)
F01K0025080000;using special vapours
F01K0025100000;the vapours being cold, e.g. ammonia, carbon dioxide, ether
F01K0025120000;the vapours being metallic, e.g. mercury
F01K0025140000;using industrial or other waste gases
F01K0027000000;Plants for converting heat or fluid energy into mechanical energy, not otherwise provided for
F01K0027020000;Plants modified to use their waste heat, other than that of exhaust, e.g. engine-friction heat
F01L;CYCLICALLY OPERATING VALVES FOR MACHINES OR ENGINES (valves in general F16K)
F01L0001000000;Valve-gear or valve arrangements for positive-displacement machines or engines other than steam engines, e.g. for internal-combustion piston engines, without provision for variable fluid distribution
F01L0001000000;Valve-gear or valve arrangements, e.g. lift-valve gear (lift valve and valve seat assemblies per seF01L0003000000. slide-valve gear F01L0005000000. actuated non-mechanically F01L0009000000. valve arrangements in working piston or piston-rod F01L0011000000. modifications of valve-gear to facilitate reversing, braking, starting, changing compression ratio, or other specific operations F01L0013000000)
F01L0001020000;Valve drive (transmitting-gear between valve drive and valve F01L0001120000)
F01L0001040000;by means of cams, camshafts, cam discs, eccentrics, or the like (F01L0001100000 takes precedence)..
F01L0001047000;Camshafts
F01L0001053000;overhead type
F01L0001060000;the cams, or the like, rotating at a higher speed than that corresponding to the valve cycle, e.g. operating four-stroke engine valves directly from crankshaft
F01L0001080000;Shape of cams
F01L0001100000;by means of crank- or eccentric-driven rods
F01L0001120000;Transmitting-gear between valve drive and valve (simultaneously operating two or more valves F01L0001260000)
F01L0001140000;Tappets. Push-rods
F01L0001160000;Silencing impact. Reducing wear
F01L0001180000;Rocking arms or levers
F01L0001200000;Adjusting or compensating clearance, i.e. lash adjustment
F01L0001220000;automatically
F01L0001240000;by fluid means, e.g. hydraulically
F01L0001245000;Hydraulic tappets
F01L0001250000;between cam and valve stem
F01L0001255000;between cam and rocker arm
F01L0001260000;characterised by the provision of two or more valves operated simultaneously by same transmitting-gear. peculiar to machines or engines with more than two lift valves per cylinder (with coaxial valves F01L0001280000)
F01L0001280000;characterised by the provision of coaxial valves. characterised by the provision of valves co-operating with both intake and exhaust ports
F01L0001300000;characterised by the provision of positively opened and closed valves, i.e. desmodromic valves
F01L0001320000;characterised by the provision of means for rotating lift valves, e.g. to diminish wear
F01L0001340000;characterised by the provision of means for changing the timing of the valves without changing the duration of opening
F01L0001344000;changing the angular relationship between crankshaft and camshaft, e.g. using helicoidal gear
F01L0001348000;by means acting on timing belts or chains
F01L0001352000;using bevel or epicyclic gear
F01L0001356000;making the angular relationship oscillate
F01L0001360000;peculiar to machines or engines of specific type other than four-stroke cycle
F01L0001380000;for engines with other than four-stroke cycle, e.g. with two-stroke cycle (F01L0001260000, F01L0001280000 take precedence)..
F01L0001400000;for engines with scavenging charge near top dead-centre position, e.g. by overlapping inlet and exhaust time (scavenging aspects F02B)
F01L0001420000;for machines or engines characterised by cylinder arrangement, e.g. star or fan
F01L0001440000;Multiple-valve gear or arrangements, not provided for in preceding subgroups, e.g. with lift and different valves
F01L0001460000;Component parts, details, or accessories, not provided for in preceding subgroups
F01L0003000000;Lift valves, i.e. cut-off apparatus with closure members having at least a component of their opening and closing motion perpendicular to the closing faces. Parts or accessories thereof
F01L0003020000;Selecting particular materials for valve members or valve seats. Valve members or valve seats composed of two or more materials
F01L0003040000;Coated valve members or valve seats
F01L0003060000;Valve members or valve seats with means for guiding or deflecting the medium controlled thereby, e.g. producing a rotary motion of the drawn-in cylinder charge (for rotating lift valves F01L0001320000)
F01L0003080000;Valve guides. Sealing of valve stem, e.g. sealing by lubricant
F01L0003100000;Connecting springs to valve members
F01L0003120000;Cooling of valves
F01L0003140000;by means of a liquid or solid coolant, e.g. sodium, in a closed chamber in a valve
F01L0003160000;by means of a fluid flowing through or along valve, e.g. air (for sealing only F01L0003080000)
F01L0003180000;Liquid cooling of valve
F01L0003200000;Shapes or constructions of valve members, not provided for in preceding subgroups of this group
F01L0003220000;Valve seats not provided for in preceding subgroups of this group. Fixing of valve seats
F01L0003240000;Safety means or accessories, not provided for in preceding subgroups of this group
F01L0005000000;Slide-valve gear or valve arrangements (with pure rotary or oscillatory movement F01L0007000000)
F01L0005020000;with other than cylindrical, sleeve, or part-annularly-shaped valves, e.g. with flat-type valves
F01L0005040000;with cylindrical, sleeve, or part-annularly-shaped valves
F01L0005060000;surrounding working cylinder or piston
F01L0005080000;Arrangements with several movements or several valves, e.g. one valve inside the other (with part-annularly-shaped valves F01L0005120000)
F01L0005100000;with reciprocating and other movement of same valve
F01L0005120000;Arrangements with part-annularly-shaped valves
F01L0005140000;characterised by the provision of valves with reciprocating and other movements (surrounding working cylinder or piston F01L0005060000)
F01L0005160000;with reciprocating and other movement of same valve, e.g. longitudinally and in cross direction of working cylinder
F01L0005180000;with reciprocatory valve and other slide valve
F01L0005200000;specially for two-stroke engines (F01L0005060000, F01L0005140000 take precedence)..
F01L0005220000;Multiple-valve arrangements (with valves surrounding working cylinder or piston F01L0005060000. with reciprocatory and other slide valves F01L0005180000. specially for two-stroke engines F01L0005200000)
F01L0005240000;Component parts, details, or accessories, not provided for in preceding subgroups of this group
F01L0007000000;Rotary or oscillatory slide-valve gear or valve arrangements (slide valves with combined rotary and non-rotary movements, combinations of rotary and non-rotary slide valves F01L0005000000)
F01L0007020000;with cylindrical, sleeve, or part-annularly-shaped valves (of disc type F01L0007060000. of conical type F01L0007080000)
F01L0007040000;surrounding working cylinder or piston
F01L0007060000;with disc-type valves
F01L0007080000;with conically- or frusto-conically-shaped valves
F01L0007100000;with valves of other specific shape, e.g. spherical
F01L0007120000;specially for two-stroke engines (F01L0007040000 takes precedence)..
F01L0007140000;Multiple-valve arrangements (with valves surrounding working cylinder or piston F01L0007040000. specially for two-stroke engines F01L0007120000)
